carat,cut,color,clarity,table,x,price
0.7,3,4,3,55.0,5.7,7.995
0.9,2,4,3,58.0,6.42,8.277000000000001
0.37,3,7,3,57.0,4.63,6.209
0.7,3,4,2,56.0,5.65,7.646
0.5,4,4,6,61.0,5.07,7.447
0.44,5,1,4,58.0,4.93,6.978
0.57,3,6,5,56.0,5.37,7.417999999999999
1.04,5,7,4,58.0,6.68,8.305
0.9,2,3,3,59.0,5.97,8.215
2.01,1,2,2,66.0,8.2,9.657
0.3,3,4,5,54.6,4.3,6.426
0.41,3,3,7,57.0,4.75,7.166
0.53,5,1,4,62.0,5.31,7.454
0.35,4,2,5,56.0,4.61,6.7410000000000005
0.25,2,1,7,62.0,4.03,6.211
1.0,2,2,2,59.0,6.29,8.198
1.0,2,4,4,58.0,6.25,8.652000000000001
2.29,3,7,2,56.4,8.4,9.527000000000001
0.43,3,7,8,56.0,4.84,6.791
0.25,3,4,6,55.0,4.07,6.263
0.23,4,2,6,58.0,3.93,6.273
0.3,3,1,4,55.0,4.4,6.7379999999999995
1.01,3,5,3,56.0,6.41,8.487
0.56,3,2,3,56.0,5.26,7.452000000000001
1.06,3,6,5,56.0,6.5,8.709
0.78,3,5,6,55.0,5.9,8.011000000000001
0.63,3,6,4,54.0,5.51,7.261
0.74,3,5,2,57.0,5.75,7.752000000000001
0.3,3,5,7,57.0,4.27,6.5
0.43,3,5,8,55.0,4.87,7.047999999999999
1.13,3,1,7,57.0,6.72,9.584
0.31,2,6,5,56.0,4.28,6.192
1.09,3,1,4,57.0,6.62,8.964
0.54,3,6,3,54.0,5.25,6.962999999999999
0.8,3,3,3,56.0,5.98,8.051
1.22,5,2,2,58.0,6.86,8.638
0.72,1,6,3,54.0,5.69,7.495
0.4,5,2,5,58.0,4.7,7.024
0.4,3,1,5,55.0,4.76,6.846
0.36,3,6,7,55.0,4.61,6.468999999999999
0.3,2,7,3,54.0,4.23,5.861000000000001
0.4,3,2,6,55.0,4.72,7.141
0.76,4,4,3,56.0,5.86,7.882999999999999
0.31,3,1,8,55.0,4.34,7.102
0.56,3,4,8,56.0,5.28,7.801
0.4,3,1,5,55.0,4.76,7.026
2.1,3,7,4,61.0,8.21,9.508
0.32,3,4,6,55.0,4.43,6.8420000000000005
0.3,4,3,6,57.0,4.25,6.542000000000001
0.31,2,2,2,54.0,4.31,6.136
1.0,4,3,3,56.0,6.38,8.443
0.31,5,4,7,59.0,4.41,6.952999999999999
0.45,5,3,5,59.0,4.85,7.114
0.81,5,5,3,57.0,6.16,7.857
1.02,5,5,2,59.0,6.57,8.235
1.0,4,5,2,60.0,6.44,8.411
0.56,4,4,3,56.0,5.32,7.25
1.0,4,5,6,56.0,6.36,8.74
0.23,4,1,6,58.0,3.95,6.225
0.5,5,1,2,58.0,5.09,7.074
0.71,2,7,4,58.0,5.61,7.481
0.31,3,4,8,55.0,4.37,6.792000000000001
0.4,2,1,6,60.0,4.82,6.965
0.23,4,1,7,59.0,3.93,6.273
0.33,5,4,7,60.0,4.5,7.016
0.6,4,1,2,60.0,5.32,7.131
1.01,5,7,2,60.0,6.37,8.16
1.57,3,5,2,57.0,7.49,9.138
0.33,5,4,5,59.0,4.51,6.501
0.9,3,4,3,56.0,6.16,8.334
0.32,4,1,4,57.0,4.38,6.486000000000001
0.7,5,1,3,59.0,5.67,7.928999999999999
0.7,3,2,5,58.0,5.64,8.097999999999999
0.61,3,3,4,55.0,5.45,7.653
1.2,5,1,4,59.0,6.7,9.12
1.01,4,1,3,60.0,6.32,8.499
0.31,3,3,3,56.0,4.38,6.561
0.3,4,2,3,56.0,4.28,6.495
1.23,3,6,2,55.0,6.85,8.471
2.03,3,6,4,57.0,8.02,9.729
1.51,5,5,2,62.0,7.43,8.901
1.13,3,2,5,57.0,6.7,9.347999999999999
0.3,2,5,7,55.0,4.28,6.528
0.9,2,5,3,59.0,6.05,8.099
0.44,5,1,2,61.0,4.97,6.935
0.28,4,2,7,62.0,4.22,6.39
1.52,4,4,5,59.0,7.48,9.466000000000001
0.3,2,3,3,55.0,4.28,6.215
0.61,4,6,4,57.0,5.39,7.442
0.55,3,3,2,55.0,5.26,7.0760000000000005
0.55,3,3,2,56.0,5.22,7.069
1.76,5,7,5,58.0,7.74,9.322000000000001
2.01,3,6,3,58.0,8.06,9.585
0.7,5,3,2,59.0,5.75,7.4910000000000005
1.01,2,2,5,59.0,6.34,8.982000000000001
2.06,3,4,2,56.0,8.16,9.814
0.3,3,4,8,56.0,4.31,6.76
2.01,5,6,3,59.0,8.24,9.586
1.06,3,5,4,53.0,6.58,8.798
0.3,4,4,3,60.0,4.35,6.103
0.83,4,6,5,60.0,6.07,7.933
0.32,3,1,5,55.0,4.43,6.879
0.31,5,3,4,55.0,4.34,6.687
0.5,4,6,3,58.0,5.0,6.955
0.37,3,5,7,53.0,4.63,6.702999999999999
0.43,5,2,4,58.0,4.88,7.029
1.51,5,5,4,58.0,7.45,9.264
0.43,3,4,5,56.0,4.85,6.916
2.02,2,5,2,55.0,8.08,9.715
0.71,4,2,3,59.0,5.7,7.898
0.77,4,6,4,59.0,5.89,7.857
2.01,5,6,3,60.0,8.1,9.65
0.9,4,3,3,57.0,6.16,8.281
1.0,4,3,4,58.0,6.38,8.751
1.04,4,2,3,58.0,6.48,8.631
0.36,3,1,3,55.0,4.55,6.447
0.87,5,2,4,59.0,6.2,8.262
0.43,5,6,2,59.0,4.94,6.587999999999999
0.26,3,3,8,55.0,4.15,6.644
1.29,4,2,2,58.0,6.99,8.72
1.5,5,4,5,61.0,7.36,9.527000000000001
0.3,4,4,8,59.0,4.27,6.723
0.28,4,1,6,56.0,4.26,6.465
0.42,5,4,7,59.0,4.82,7.072
1.64,5,7,2,58.0,7.54,8.635
0.5,4,4,7,57.0,5.15,7.57
0.42,3,5,6,57.0,4.79,6.712999999999999
0.3,3,3,5,55.0,4.33,6.375
1.59,3,4,6,59.0,7.53,9.67
0.59,3,1,3,55.0,5.39,7.353
0.34,3,2,4,57.0,4.4,6.691
0.4,5,5,5,56.0,4.73,6.942
0.74,3,6,8,53.9,5.79,7.99
0.31,4,4,6,58.0,4.27,6.561
0.33,3,3,4,55.0,4.42,6.501
1.76,4,5,4,60.0,7.68,9.511000000000001
0.41,3,1,5,57.0,4.79,7.05
0.5,4,2,3,61.0,5.09,7.27
1.51,4,3,3,59.0,7.28,9.355
0.34,3,1,4,57.0,4.47,6.8629999999999995
0.38,4,5,3,57.0,4.62,6.7
0.61,3,4,5,57.0,5.46,7.681
0.45,3,4,7,57.0,4.91,7.167999999999999
0.34,3,1,3,55.0,4.5,6.64
0.5,3,4,6,56.0,5.13,7.568
0.34,5,2,3,59.0,4.54,6.439
0.39,2,6,5,58.0,4.68,6.603
0.42,3,1,4,55.0,4.8,6.865
0.53,3,3,4,55.0,5.27,7.468999999999999
0.23,4,2,6,62.0,4.04,6.157
1.01,5,3,3,60.0,6.57,8.65
0.5,4,1,6,55.0,5.08,7.652
0.41,4,2,4,55.0,4.7,6.915
0.3,3,2,5,56.0,4.37,6.7860000000000005
1.12,5,5,3,60.0,6.65,8.587
1.57,4,2,3,58.0,7.57,9.449
1.59,5,1,4,59.0,7.43,9.632
2.05,4,3,2,58.0,8.26,9.73
0.93,4,2,3,59.0,6.24,8.418
0.9,4,2,8,54.0,6.17,9.125
1.91,4,4,3,59.0,7.9,9.632
0.9,2,1,2,63.0,6.2,8.0
0.52,4,2,5,57.0,5.11,7.5120000000000005
0.78,4,3,2,59.0,5.88,7.744
0.33,2,2,3,55.0,4.42,6.34
0.71,2,7,5,55.0,5.62,7.54
0.34,5,4,6,59.0,4.52,6.903
0.71,4,3,6,58.0,5.76,8.158999999999999
0.56,3,5,3,58.0,5.35,7.132999999999999
2.2,5,5,2,59.0,8.41,9.741
0.4,4,7,5,57.0,4.73,6.697
0.8,3,3,5,54.0,5.95,8.282
1.09,4,3,2,58.0,6.54,8.487
0.51,4,4,5,56.0,5.08,7.412000000000001
1.15,5,5,2,59.0,6.82,8.226
0.42,3,2,6,56.0,4.79,7.236000000000001
0.51,3,4,6,55.0,5.13,7.695
1.01,3,3,2,55.0,6.39,8.392999999999999
1.07,3,1,3,57.0,6.62,8.512
0.32,3,2,4,55.0,4.42,6.879
0.31,3,3,4,57.0,4.34,6.687
1.13,3,3,5,56.0,6.7,9.068
0.33,3,6,7,55.7,4.43,6.346
0.31,3,2,3,57.0,4.32,6.347
0.41,5,2,2,60.0,4.8,6.678
0.52,5,1,4,60.0,5.21,7.504
1.51,2,2,3,60.0,7.14,9.314
1.04,4,1,5,55.0,6.45,8.956
1.77,5,7,4,58.0,7.94,9.151
1.16,4,3,3,55.0,6.73,8.748
1.0,3,4,5,57.0,6.36,8.747
0.44,4,2,4,58.0,4.79,6.745
1.27,5,4,2,56.0,6.93,8.379
0.38,3,7,4,57.0,4.65,6.425
1.23,5,3,6,59.0,6.9,9.353
1.09,5,5,4,56.0,6.62,8.631
1.21,4,3,3,60.0,6.92,8.972000000000001
1.13,5,5,1,59.0,6.58,8.155
1.38,3,3,2,58.0,7.12,8.958
1.01,5,4,5,58.0,6.43,8.818999999999999
1.19,5,5,4,58.0,6.83,8.846
1.11,3,5,3,56.0,6.74,8.578
1.03,2,4,2,60.0,6.33,8.151
1.25,5,4,7,61.0,7.1,9.022
1.01,5,2,3,60.0,6.37,8.62
0.7,2,6,1,62.0,5.62,7.013
0.93,3,1,2,55.0,6.27,8.292
0.74,1,5,2,53.0,5.85,7.582000000000001
1.74,3,4,4,57.0,7.68,9.7
0.72,3,3,3,55.0,5.74,7.812
0.31,5,5,5,58.0,4.43,6.547999999999999
0.51,4,2,3,56.0,5.08,7.361000000000001
0.31,3,1,4,57.0,4.35,6.441
0.41,5,4,4,58.0,4.84,6.9670000000000005
1.6,3,4,8,54.0,7.75,9.714
1.0,2,5,2,55.0,6.25,8.263
0.94,4,4,4,58.6,6.1,8.408999999999999
1.32,5,3,2,60.0,7.1,8.804
1.5,4,1,2,57.0,7.32,9.085
0.58,3,6,3,55.0,5.37,7.084
0.71,3,6,4,55.0,5.71,7.894
1.01,4,1,5,57.0,6.28,8.896
1.02,3,4,6,57.0,6.48,8.974
1.24,5,1,2,62.0,6.97,8.448
0.7,5,3,2,58.0,5.82,7.712000000000001
2.1,1,4,1,58.0,8.05,8.794
1.58,3,6,3,55.0,7.42,9.155
1.6,3,3,2,56.0,7.53,9.274
0.7,3,3,5,56.0,5.69,7.962999999999999
0.3,4,2,2,58.0,4.26,6.103
0.38,5,6,4,56.0,4.65,6.525
0.61,5,6,4,58.0,5.59,7.176
1.26,3,5,5,59.0,6.94,8.968
0.7,3,4,3,57.0,5.69,7.763
0.35,3,1,4,54.0,4.48,6.582000000000001
1.03,2,7,5,62.4,6.43,8.43
1.01,5,1,2,57.0,6.41,8.307
0.31,3,4,7,56.0,4.36,6.671
0.5,5,5,4,59.0,5.14,7.194
0.32,3,4,4,57.0,4.41,6.579
0.7,5,1,2,61.0,5.74,7.702999999999999
0.32,5,1,4,58.0,4.48,6.8020000000000005
0.35,3,3,3,55.0,4.52,6.367999999999999
2.01,3,5,2,57.0,8.04,9.572000000000001
0.35,2,2,3,60.0,4.69,6.605
0.77,4,4,3,57.0,5.86,7.858
1.22,5,4,4,57.0,6.94,8.996
0.32,3,1,3,55.0,4.42,6.33
0.56,3,3,6,57.0,5.31,7.845
0.61,3,4,5,55.0,5.39,7.686
0.27,4,4,5,57.0,4.25,5.989
0.92,4,2,2,61.0,6.27,8.025
1.06,3,4,7,57.0,6.53,9.046
1.0,4,3,3,58.0,6.28,8.618
0.41,3,3,4,56.0,4.74,6.76
0.4,3,3,6,57.0,4.73,7.059
1.03,5,5,2,59.0,6.47,8.304
0.71,1,4,4,66.0,5.83,7.872000000000001
1.5,2,6,2,55.0,7.15,8.758
0.71,4,5,5,55.0,5.71,7.851
0.46,3,1,5,55.0,4.94,7.513999999999999
1.3,5,5,2,58.0,6.99,8.536
0.43,4,7,4,59.0,4.86,6.593999999999999
1.23,3,4,5,56.0,6.92,9.107999999999999
2.2,5,5,2,58.0,8.44,9.453
0.31,3,3,3,57.0,4.4,6.246
0.41,5,3,7,59.0,4.74,7.166
2.01,4,5,3,58.0,8.29,9.806000000000001
0.43,3,5,5,56.0,4.87,6.745
1.13,4,5,3,56.0,6.65,8.453
0.78,4,3,5,55.0,5.89,8.228
0.75,3,6,5,54.1,5.82,7.849
1.01,2,6,2,59.0,6.24,8.131
0.39,3,3,3,55.0,4.7,6.787000000000001
0.3,3,4,4,57.0,4.38,6.446000000000001
0.32,4,5,6,56.0,4.35,6.39
1.51,3,5,5,57.0,7.43,9.381
0.25,3,4,3,53.0,4.06,5.894
0.36,5,2,3,57.0,4.66,6.746
0.7,5,5,3,61.0,6.65,7.685
0.79,3,6,5,57.0,5.89,7.992000000000001
1.12,3,2,3,56.0,6.75,8.875
1.51,3,5,2,58.0,7.27,8.986
1.01,5,3,2,59.0,6.59,8.37
0.32,5,4,4,60.0,4.4,6.579
0.72,4,2,2,59.0,5.67,7.867999999999999
1.01,5,4,2,59.0,6.57,8.373
0.4,2,4,2,59.0,4.64,6.39
0.4,3,4,4,56.0,4.69,6.69
0.5,3,3,6,58.0,5.07,7.581
1.2,3,2,2,60.0,6.81,8.8
1.12,3,5,3,56.0,6.64,8.847999999999999
0.33,3,5,6,55.0,4.48,6.45
0.31,4,1,3,55.0,4.36,6.547999999999999
0.62,3,6,6,57.0,5.47,7.3870000000000005
0.5,4,4,6,57.0,5.12,7.455
0.59,4,2,3,57.0,5.32,7.462999999999999
1.44,4,1,1,62.0,7.15,8.531
0.34,3,1,3,57.0,4.51,6.64
0.65,3,1,3,55.0,5.57,7.529
1.31,3,5,4,57.0,7.02,9.019
0.27,4,3,8,58.0,4.18,6.327999999999999
0.53,3,3,5,55.0,5.22,7.553999999999999
0.34,3,4,7,56.0,4.52,6.7010000000000005
1.29,3,3,5,57.0,7.08,9.323
0.75,3,1,3,57.0,5.8,7.945
0.8,2,1,5,54.0,6.04,8.399
0.7,2,5,6,57.0,5.61,7.885
0.32,3,5,4,55.0,4.38,6.225
0.31,3,4,8,56.0,4.38,6.896
0.72,3,2,4,57.0,5.68,8.064
0.3,2,3,3,55.0,4.33,6.462999999999999
1.5,3,3,3,53.0,7.32,9.342
0.71,4,4,2,56.0,5.68,7.643
1.01,3,7,2,55.0,6.5,8.337
0.32,4,4,5,58.0,4.35,6.468999999999999
0.71,4,1,7,57.0,5.66,8.245
0.52,5,1,6,59.0,5.27,7.811
0.47,4,4,5,59.4,5.03,7.093
1.01,5,6,2,60.0,6.52,8.312000000000001
1.01,3,5,4,57.0,6.35,8.481
0.9,4,3,3,58.0,6.08,8.237
1.04,5,4,3,59.0,6.57,8.521
1.02,3,4,6,54.0,6.54,9.088
0.34,3,1,6,55.0,4.49,6.7170000000000005
1.04,3,3,3,55.0,6.51,8.579
1.26,4,4,4,57.0,6.88,8.992
0.3,4,3,6,56.0,4.22,6.417999999999999
1.02,5,3,4,59.0,6.45,8.821
0.33,5,6,4,58.0,4.42,6.3870000000000005
1.16,3,4,2,55.0,6.79,8.395
0.76,3,5,6,56.0,5.85,8.086
1.04,4,3,2,54.0,6.46,8.381
0.47,4,1,4,57.0,4.92,7.185
0.51,5,2,3,59.0,5.11,7.361000000000001
0.65,4,2,5,57.2,5.55,7.92
0.94,4,1,2,60.0,6.19,8.285
0.31,5,3,4,60.0,4.39,6.438
1.2,3,4,4,61.0,6.85,9.027000000000001
0.72,4,3,5,58.0,5.66,8.077
0.9,1,2,2,54.0,6.1,8.072000000000001
2.0,3,7,4,57.0,8.08,9.57
0.42,5,1,3,58.0,4.89,6.831
1.35,3,5,3,57.0,6.98,8.937999999999999
1.01,3,5,2,56.0,6.47,8.326
2.01,5,1,2,54.0,8.27,9.684
1.55,3,7,4,55.0,7.38,8.998
0.31,3,2,4,56.0,4.39,6.54
0.72,3,3,4,57.0,5.77,7.8660000000000005
1.15,2,7,2,60.0,6.63,8.225
0.51,3,3,5,56.0,5.17,7.643
1.0,5,5,5,58.0,6.43,8.507
1.08,3,2,4,58.0,6.54,9.046
0.37,3,4,5,57.0,4.65,6.682
0.3,3,2,4,55.0,4.32,6.565
0.9,5,2,3,59.0,6.1,8.293
2.39,3,7,5,57.0,8.53,9.762
1.5,5,7,7,62.0,7.23,9.056000000000001
0.32,5,3,4,59.0,4.42,6.718999999999999
0.9,3,6,3,56.0,6.18,8.087
1.61,4,5,4,58.0,7.64,9.361
0.42,5,5,5,59.0,4.76,6.742000000000001
0.42,5,4,3,58.0,4.75,6.532
1.01,3,1,4,57.0,6.44,8.894
1.35,3,7,4,57.0,7.1,8.676
2.07,3,6,3,57.0,8.12,9.606
1.38,1,4,2,59.0,7.19,8.462
0.32,5,2,4,58.0,4.34,6.631
0.6,3,4,6,56.0,5.43,7.811
0.5,3,2,2,54.0,5.11,7.131
0.81,4,1,3,60.0,5.87,8.201
1.15,3,4,6,56.0,6.72,9.155
2.26,4,5,2,58.0,8.38,9.48
1.28,2,7,5,62.0,7.06,8.658999999999999
0.63,5,1,4,59.0,5.5,7.76
1.52,5,4,5,58.0,7.38,9.475
0.73,3,1,2,55.0,5.82,7.971
2.02,5,6,2,58.0,8.07,9.572000000000001
2.02,3,6,3,57.0,8.07,9.667
2.1,3,5,3,53.0,8.3,9.618
0.43,5,3,6,60.0,4.86,7.131
0.52,3,2,4,56.0,5.16,7.56
0.54,3,3,2,56.0,5.21,6.971
0.5,4,2,4,61.0,4.96,7.468999999999999
0.53,3,1,6,57.0,5.24,7.806
0.3,3,6,2,59.0,4.3,6.004
0.52,5,3,3,60.0,5.16,7.155
1.14,5,3,3,59.0,6.7,8.687000000000001
0.48,4,1,7,56.0,5.13,7.73
0.41,5,3,3,58.0,4.76,6.876
0.53,4,2,6,57.0,5.23,7.841
0.82,5,6,3,57.0,5.98,7.785
0.36,5,6,5,61.0,4.61,6.5920000000000005
0.54,4,3,5,57.0,5.35,7.483
0.46,1,5,4,58.0,4.8,6.721
1.23,3,3,5,54.0,6.85,9.193999999999999
0.72,2,5,2,58.0,5.65,7.422999999999999
1.01,5,6,3,58.0,6.45,8.312000000000001
0.34,2,4,6,61.0,4.56,6.7170000000000005
1.5,4,3,3,60.0,7.18,9.283999999999999
1.1,5,3,3,59.0,6.77,8.669
0.33,3,1,7,54.0,4.43,6.821000000000001
0.9,4,5,5,55.0,6.18,8.505
0.9,4,5,5,63.0,6.13,8.343
0.61,3,1,7,56.0,5.43,8.033999999999999
0.31,3,4,4,56.0,4.34,6.547999999999999
0.7,4,6,3,59.0,5.56,7.544
0.38,3,1,5,56.0,4.62,6.9079999999999995
2.03,4,6,3,60.0,8.01,9.705
1.23,3,3,4,57.0,6.94,9.164
1.09,3,4,6,56.0,6.54,9.022
0.32,4,7,4,61.0,4.45,5.974
0.9,4,1,4,59.0,6.13,8.429
1.52,3,6,7,56.0,7.37,9.321
0.37,5,4,4,57.0,4.63,6.725
0.59,2,7,8,59.0,5.3,7.627000000000001
1.12,3,4,6,56.0,6.59,9.059
0.32,5,6,2,58.0,4.48,6.273
1.53,5,6,3,59.0,7.36,9.095
0.53,3,2,4,56.0,5.29,7.486000000000001
0.3,5,4,8,58.0,4.39,6.8629999999999995
2.22,4,6,3,55.0,8.29,9.75
0.31,4,5,3,60.0,4.43,6.075
0.7,5,6,7,58.0,5.67,7.837999999999999
0.51,3,1,7,54.0,5.11,7.9079999999999995
0.72,3,3,4,59.0,5.71,7.983
0.42,3,5,5,56.0,4.82,6.742000000000001
1.7,4,4,4,55.0,7.64,9.804
0.7,4,3,7,56.0,5.7,8.087
1.08,5,3,4,59.0,6.54,8.923
0.54,3,5,4,57.0,5.24,7.236000000000001
1.51,5,7,6,59.0,7.29,9.079
0.38,3,5,7,55.0,4.71,7.106
0.41,3,3,5,55.0,4.76,6.915
0.92,2,4,6,57.0,6.32,8.592
0.5,2,1,3,55.0,5.09,7.255
0.4,4,1,3,58.0,4.71,6.561
1.01,5,3,4,61.0,6.59,8.839
0.34,3,1,4,57.0,4.46,6.72
0.35,3,1,3,56.0,4.56,6.669
1.01,4,3,2,58.0,6.33,8.374
0.91,2,2,2,58.0,6.04,8.255
1.7,5,4,4,61.0,7.64,9.652999999999999
0.58,3,4,2,55.0,5.38,7.151
0.51,4,1,5,59.0,5.14,7.517
0.5,4,2,4,58.0,5.09,7.356
0.52,2,3,3,56.0,5.12,7.199
0.7,3,2,3,56.0,5.67,7.867999999999999
0.9,3,1,5,57.0,6.2,8.582
0.3,4,5,5,61.0,4.27,6.265
1.01,5,5,7,57.0,6.55,8.508
1.0,2,1,2,61.0,6.32,8.266
0.73,5,3,5,56.0,5.81,7.992999999999999
1.12,3,3,4,55.0,6.73,8.833
1.53,3,4,3,57.0,7.42,9.051
0.23,2,1,7,57.0,3.87,6.157
1.02,1,6,3,63.0,6.84,7.957000000000001
0.43,5,3,4,57.0,4.87,6.875
1.21,3,7,4,57.0,6.79,8.649
0.72,3,5,3,54.0,5.78,7.763999999999999
0.7,4,2,5,58.0,5.65,8.124
0.72,3,3,3,58.0,5.72,7.879
0.32,3,6,5,55.3,4.39,6.271
0.34,3,2,3,53.0,4.53,6.688
0.38,4,3,4,57.0,4.73,6.622999999999999
1.08,3,4,8,56.0,6.55,9.193
1.49,4,3,1,53.6,7.28,8.71
1.0,3,1,4,56.0,6.46,8.835
0.3,4,1,4,58.0,4.27,6.2989999999999995
0.92,5,2,2,59.0,6.39,8.263
0.41,3,5,5,56.0,4.81,6.9670000000000005
0.41,4,2,7,56.0,4.74,7.207000000000001
0.29,4,4,6,56.0,4.24,6.292999999999999
2.01,2,6,3,60.0,8.27,9.725
0.4,3,7,5,53.0,4.75,6.45
0.83,3,5,3,57.0,6.03,7.9079999999999995
1.07,3,5,2,57.0,6.7,8.37
0.41,3,1,3,57.0,4.78,6.876
0.41,5,1,2,58.0,4.75,6.775
0.35,5,3,4,60.0,4.45,6.56
1.33,4,4,2,59.0,7.1,8.795
2.55,2,5,2,59.0,8.66,9.601
0.34,3,1,3,57.0,4.48,6.457000000000001
1.07,3,1,2,57.0,6.55,8.455
0.76,3,3,3,56.0,5.82,7.9079999999999995
1.11,3,4,8,55.0,6.64,9.203
0.32,2,5,2,55.0,4.34,5.974
0.32,3,3,8,54.0,4.4,6.849
0.3,3,1,5,56.0,4.32,6.507000000000001
0.4,3,4,4,54.0,4.72,6.675
0.3,3,1,6,59.0,4.27,6.641
0.3,3,5,7,57.0,4.29,6.5
1.13,4,3,3,59.0,6.72,8.521
0.32,3,2,3,57.0,4.44,6.627999999999999
0.51,3,4,3,55.0,5.18,7.192
1.2,4,7,3,57.7,6.78,8.533999999999999
1.21,2,4,3,58.0,6.75,8.63
0.32,3,6,4,53.0,4.42,6.144
0.4,4,4,4,61.0,4.63,6.693
0.35,3,4,6,55.0,4.54,6.627999999999999
0.3,3,2,7,57.0,4.36,6.974
1.03,3,6,5,53.0,6.54,8.552999999999999
1.0,3,4,2,57.0,6.37,8.363
0.33,3,6,4,57.0,4.42,6.138
0.32,3,6,2,56.0,4.43,5.968999999999999
1.55,4,1,3,58.0,7.36,9.292
0.32,5,3,3,57.0,4.4,6.528
0.31,5,7,3,62.0,4.43,6.1160000000000005
1.01,4,3,8,62.0,6.47,9.207
0.39,1,1,3,60.0,4.5,6.399
0.38,3,1,3,55.0,4.64,6.492000000000001
0.51,3,4,4,54.0,5.12,7.343
0.31,3,4,7,54.0,4.39,6.671
1.01,5,4,3,59.0,6.52,8.357000000000001
1.01,3,4,3,57.0,6.4,8.57
0.46,3,7,7,56.0,4.97,6.926
2.24,5,6,2,59.0,8.36,9.686
0.57,5,3,3,60.0,5.44,7.136
0.31,5,2,4,59.0,4.35,6.599
1.04,5,4,4,54.0,6.55,8.732999999999999
1.27,3,5,4,56.0,7.08,8.884
0.74,3,4,7,54.0,5.8,8.171
0.34,5,6,3,59.0,4.52,6.103
0.56,3,6,7,57.0,5.29,7.365
0.9,2,1,7,60.0,6.06,8.884
0.72,4,4,3,60.0,5.69,7.819
0.33,5,4,4,61.0,4.47,6.541
0.42,3,5,2,56.0,4.81,6.438
0.5,5,1,2,60.0,5.21,7.074
0.7,3,1,4,56.0,5.74,8.162
0.9,4,3,4,59.0,6.07,8.359
1.03,2,1,2,62.0,6.3,8.355
0.7,5,3,1,61.0,5.69,6.947
0.57,3,1,4,57.0,5.29,7.575
2.01,5,7,3,57.0,8.17,9.251
1.28,3,3,6,56.0,6.95,9.46
0.9,4,5,4,58.0,6.1,8.357000000000001
0.74,3,2,2,57.0,5.78,7.897
1.01,1,7,4,55.0,6.29,8.068
0.36,3,1,4,56.0,4.63,6.921
0.38,3,2,5,54.0,4.64,6.891
0.91,4,1,4,59.0,6.3,8.475
1.5,5,3,4,58.0,7.44,9.573
0.57,4,4,3,59.0,5.28,7.2
0.7,5,2,4,58.0,5.72,7.789
0.9,5,1,3,56.0,6.21,8.412
1.02,3,4,4,57.0,6.38,8.668
0.34,3,1,3,55.0,4.46,6.39
2.01,5,7,3,57.0,8.07,9.488999999999999
0.73,5,4,5,58.0,5.82,7.952000000000001
0.34,4,3,4,58.0,4.44,6.531000000000001
0.3,5,2,4,60.0,4.29,6.565
1.7,4,4,4,57.0,7.6,9.633
1.08,4,1,2,59.0,6.71,8.485
1.0,3,3,2,57.0,6.36,8.342
0.72,4,3,2,60.0,5.86,7.662000000000001
0.27,3,3,5,57.0,4.15,6.358
1.02,4,2,3,60.0,6.34,8.65
0.35,3,4,3,56.0,4.54,6.257999999999999
1.01,2,3,2,58.0,6.34,8.234
2.01,3,2,2,56.0,8.02,9.835
1.01,2,4,7,59.0,6.33,8.892999999999999
1.05,3,4,8,56.0,6.48,9.088
0.41,3,1,6,57.0,4.81,7.079
0.44,3,3,7,57.0,4.9,7.185
0.65,3,4,7,56.0,5.56,8.086
0.52,3,2,2,56.0,5.22,7.185
1.53,4,6,3,56.0,7.32,8.961
0.28,4,3,6,57.0,4.24,6.561
1.02,5,2,8,60.0,6.52,9.64
1.54,5,1,4,58.0,7.31,9.616
0.71,5,6,4,60.0,5.66,7.767
1.06,4,4,3,60.0,6.53,8.601
0.33,3,4,8,55.0,4.48,6.852
0.31,3,5,6,56.0,4.35,6.438
0.4,3,2,5,57.0,4.82,7.09
1.5,5,4,3,58.0,7.33,9.27
0.56,4,5,6,57.0,5.39,7.452000000000001
0.24,4,2,6,59.0,3.95,6.1979999999999995
1.02,4,7,2,56.0,6.38,8.228
0.51,2,2,2,60.0,5.31,7.0920000000000005
0.3,3,6,4,58.0,4.27,5.9639999999999995
0.71,5,1,2,60.0,5.9,7.787000000000001
0.6,3,3,6,55.0,5.39,7.67
0.7,4,3,2,58.0,5.73,7.694
1.01,5,3,6,59.0,6.46,9.044
0.58,4,3,6,57.0,5.44,7.697
0.76,4,1,5,58.0,5.84,8.136000000000001
1.2,3,5,3,57.0,6.79,8.613999999999999
0.7,1,3,2,66.0,5.77,7.56
1.23,4,5,3,58.0,6.93,8.853
0.71,3,5,5,55.0,5.68,7.7
0.3,5,5,3,58.0,4.28,6.317
0.55,3,3,2,55.0,5.27,7.0760000000000005
0.51,3,3,3,56.0,5.19,7.187
0.72,3,2,3,55.0,5.78,7.973
1.1,4,5,3,57.0,6.54,8.616
1.12,5,7,2,59.0,6.68,7.972
2.26,5,5,3,58.0,8.56,9.822000000000001
0.4,3,7,4,54.0,4.75,6.395
0.3,2,5,5,59.0,4.31,6.2379999999999995
0.75,4,5,2,58.0,5.77,7.646
0.9,4,6,4,61.0,6.08,8.17
0.76,4,3,2,55.0,5.79,7.761
1.02,5,4,3,58.0,6.47,8.385
0.74,4,2,3,59.0,5.76,8.051
0.31,3,3,8,56.0,4.31,6.773
